,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
361,362,362,1515.482038558975,1513.0664171407466,1515.482038558975,1810.0,30.002851982127577,Run250-8,132.0,132.0,98.0,0.24,362,model_id_362,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_362,100.0,0.0,7148951.04,7151448.0,1795.1694722383725,1751.9246159372856,1728.8570238795871,1719.7971320353167
362,363,363,959.6502793646016,954.6494738767892,959.6502793646016,1600.0,90.00855594638273,Run250-8,102.0,102.0,138.0,0.44,363,model_id_363,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_363,2.1605574842419153,43.30682258199726,6011015.039999999,6012152.0,1565.0169321689607,1466.868322842884,1413.4656001438402,1392.3653306688748
363,364,364,851.0730954864025,846.5383788270392,851.0730954864025,1770.0,110.01045726780112,Run250-8,136.0,136.0,22.0,0.5700000000000002,364,model_id_364,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_364,59.7870959854804,100.0,1703604.9066666667,1701424.0,1629.635370230145,1316.5531383140476,1205.3342665997513,1171.0184216964706
364,365,365,1599.6876685104155,1599.6616948071105,1599.6876685104155,1840.0,10.000950660709192,Run250-8,116.0,116.0,128.0,0.5700000000000002,365,model_id_365,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_365,100.0,0.0,7210980.693333333,7213512.0,1826.2322950983375,1787.914900484475,1767.7471727482327,1759.9034354707144
365,366,366,1116.0715720972055,1106.762313430142,1116.0715720972055,1700.0,30.002851982127577,Run300-8,16.0,16.0,130.0,0.28,366,model_id_366,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_366,22.12379132650107,100.0,139332.26666666666,138168.0,1539.8889150059729,1246.8077214787322,1190.904122371065,1177.2681585752598
366,367,367,1596.29435199571,1595.9310892191263,1596.29435199571,1730.0,5.000475330354596,Run300-8,24.0,24.0,68.0,0.6800000000000002,367,model_id_367,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_367,100.0,0.0,163983.35999999996,162840.0,1698.07067677623,1637.8093644485043,1622.7581705792527,1618.6111702882367
367,368,368,1416.242888476176,1412.366738743832,1416.242888476176,1900.0,40.00380264283677,Run250-8,100.0,100.0,30.0,0.1,368,model_id_368,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_368,99.98532817055045,0.0,1256000.0,1254104.0,1848.990207589006,1707.853550276208,1646.2365030178548,1625.346500946894
368,369,369,1037.2046810925794,1027.5720260397584,1037.2046810925794,1630.0,35.00332731248217,Run300-8,42.0,42.0,126.0,0.4600000000000001,369,model_id_369,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_369,31.687713295910736,95.46372787525037,930545.2799999999,930632.0,1560.1041065920767,1375.0482658057692,1290.457425641424,1262.0125218394235
369,370,370,823.3731432668196,813.7842827358581,823.3731432668196,1860.0,60.005703964255154,Run300-8,112.0,112.0,62.0,0.21,370,model_id_370,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_370,88.01338292521639,28.065547817408127,3256087.893333333,3254296.0,1792.7671951980237,1599.9454511986685,1498.428400068088,1459.223341522049
370,371,371,851.0730954864025,846.5383788270392,851.0730954864025,1700.0,110.01045726780112,Run250-8,122.0,122.0,70.0,0.6900000000000002,371,model_id_371,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_371,74.41312444640869,48.1185689424045,4362004.266666667,4362424.0,1641.9858843459074,1484.4136906485703,1400.9754685021812,1368.7863542250132
371,372,372,1321.0393048253818,1313.4567936619046,1321.0393048253818,1730.0,20.001901321418384,Run300-8,90.0,90.0,136.0,0.27,372,model_id_372,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_372,90.93740300231147,0.0,4612032.0,4613512.0,1705.8683795773225,1637.6432118195066,1602.282006103801,1588.646631413631
372,373,373,1028.523177814505,1023.3273349353004,1028.523177814505,1800.0,80.00760528567353,Run250-8,64.0,64.0,92.0,0.25,373,model_id_373,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_373,85.1037287585511,19.165605967636424,1577669.9733333334,1577576.0,1737.9698187980514,1565.398642660738,1477.01134890221,1443.4987951430646
373,374,374,973.4012499713411,963.6267289928282,973.4012499713411,1820.0,40.00380264283677,Run300-8,10.0,10.0,62.0,0.5900000000000002,374,model_id_374,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_374,0.0,100.0,25957.333333333336,25080.0,1426.583928986128,1051.7853193380931,1012.0315363246582,1003.1804229470342
374,375,375,808.347503888043,804.0394452375098,808.347503888043,1740.0,120.01140792851032,Run250-8,148.0,148.0,16.0,0.7800000000000001,375,model_id_375,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_375,26.685302596812928,100.0,1467275.9466666668,1462408.0,1541.878124763212,1186.6368109344485,1090.165103761591,1061.6129798782074
375,376,376,1581.0383094578049,1580.2301851822683,1581.0383094578049,1700.0,20.001901321418384,Run250-8,84.0,84.0,68.0,0.7400000000000002,376,model_id_376,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_376,100.0,0.0,2008796.16,2008760.0,1688.8977333292219,1659.4985427267713,1645.4343202644948,1640.391711572616
376,377,377,1515.482038558975,1513.0664171407466,1515.482038558975,1680.0,30.002851982127577,Run250-8,34.0,34.0,50.0,0.06,377,model_id_377,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_377,83.80996462459086,0.0,241989.33333333334,241976.0,1657.228550325274,1595.3409729813611,1570.0945319372088,1562.1274352405255
377,378,378,1116.0715720972055,1106.762313430142,1116.0715720972055,1670.0,30.002851982127577,Run300-8,140.0,140.0,90.0,0.25,378,model_id_378,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_378,82.3312159169063,4.137355883005974,7385280.0,7386360.0,1643.297061004875,1567.3542298769464,1526.2252629522536,1509.9593432648476
378,379,379,959.6502793646016,954.6494738767892,959.6502793646016,1640.0,90.00855594638273,Run250-8,126.0,126.0,28.0,0.6000000000000002,379,model_id_379,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_379,30.451245906859263,98.33821713331699,1861090.56,1859208.0,1554.5468576978512,1346.138837551179,1260.7141625303143,1232.855725504612
379,380,380,1116.0715720972055,1106.762313430142,1116.0715720972055,1770.0,30.002851982127577,Run300-8,12.0,12.0,142.0,0.44,380,model_id_380,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_380,9.712670748940178,100.0,85608.95999999998,84920.0,1523.7948833677754,1208.7492497721016,1166.2155216388494,1156.306443892004
380,381,381,1581.0383094578049,1580.2301851822683,1581.0383094578049,1820.0,20.001901321418384,Run250-8,32.0,32.0,78.0,0.6600000000000001,381,model_id_381,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_381,100.0,0.0,334397.44,333720.0,1776.4675938750288,1679.6005517343526,1649.0563029821694,1639.9807791487053
381,382,382,808.347503888043,804.0394452375098,808.347503888043,1740.0,120.01140792851032,Run250-8,20.0,20.0,66.0,0.1,382,model_id_382,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_382,40.96174863387978,100.0,110528.0,109800.0,1542.1028465182235,1090.8032857420396,974.9872547500759,945.1771072438802
382,383,383,1515.482038558975,1513.0664171407466,1515.482038558975,1900.0,30.002851982127577,Run250-8,122.0,122.0,122.0,0.5100000000000001,383,model_id_383,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_383,100.0,0.0,7602350.293333333,7605080.0,1878.8030675443867,1819.2871346021782,1787.8201233957834,1775.5369161317028
383,384,384,1515.482038558975,1513.0664171407466,1515.482038558975,1620.0,30.002851982127577,Run250-8,48.0,48.0,16.0,0.5800000000000002,384,model_id_384,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_384,0.0,0.0,154337.27999999997,153672.0,1594.1435583184514,1548.3848119785991,1536.3586860263085,1532.9553212528967
384,385,385,1202.3949221859843,1197.180837174651,1202.3949221859843,1730.0,60.005703964255154,Run250-8,148.0,148.0,18.0,0.37,385,model_id_385,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_385,63.195261096478866,34.62626223358246,1650685.4400000002,1646288.0,1639.221501240031,1449.808809179512,1389.1347616118683,1370.4020917363353
385,386,386,1416.242888476176,1412.366738743832,1416.242888476176,1770.0,40.00380264283677,Run250-8,58.0,58.0,86.0,0.4000000000000001,386,model_id_386,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_386,97.01478730855126,0.0,1211219.4133333333,1210768.0,1734.806913278813,1638.6446959577347,1594.6370339971177,1579.3988557610573
386,387,387,1437.9232012780672,1432.1849998529583,1437.9232012780672,1650.0,15.001425991063789,Run300-8,144.0,144.0,84.0,0.5400000000000001,387,model_id_387,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_387,81.49665893006788,0.0,7292436.48,7293472.0,1637.6497991609008,1603.7612498040553,1586.245828737534,1579.520760362176
387,388,388,881.8436485450301,872.0733553807535,881.8436485450301,1860.0,50.00475330354596,Run300-8,100.0,100.0,12.0,0.36,388,model_id_388,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_388,54.696433433160905,100.0,502400.0,499528.0,1614.0954223229078,1201.1334649660248,1104.561229196346,1077.3853906754862
388,389,389,1515.482038558975,1513.0664171407466,1515.482038558975,1870.0,30.002851982127577,Run250-8,46.0,46.0,132.0,0.5200000000000001,389,model_id_389,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_389,100.0,0.0,1169386.2400000002,1169544.0,1827.4287019085407,1717.0230961092625,1670.7520806832074,1655.4506361134402
389,390,390,1541.9846916117813,1538.986822337523,1541.9846916117813,1630.0,10.000950660709192,Run300-8,74.0,74.0,118.0,0.5600000000000002,390,model_id_390,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_390,99.96096603157612,0.0,2705290.026666667,2705336.0,1622.724414817594,1602.9626105163356,1593.264990234284,1589.7027246500425
390,391,391,1037.2046810925794,1027.5720260397584,1037.2046810925794,1750.0,35.00332731248217,Run300-8,46.0,46.0,22.0,0.4000000000000001,391,model_id_391,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_391,55.38076069990964,100.0,194897.7066666667,194768.0,1620.0465028262547,1315.8278607802617,1213.770660004817,1185.3898367372472
391,392,392,1599.6876685104155,1599.6616948071105,1599.6876685104155,1610.0,10.000950660709192,Run250-8,52.0,52.0,94.0,0.5800000000000002,392,model_id_392,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_392,100.0,0.0,1064150.1866666665,1063960.0,1608.8204475409677,1605.7348754607278,1604.3881173416762,1603.9337264952537
392,393,393,901.0287881920814,896.258333807743,901.0287881920814,1880.0,100.00950660709192,Run250-8,26.0,26.0,76.0,0.22,393,model_id_393,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_393,70.29961568598186,100.0,215094.18666666665,214408.0,1708.362707467995,1288.9258884692726,1148.9031534820072,1110.1243055302293
393,394,394,851.0730954864025,846.5383788270392,851.0730954864025,1750.0,110.01045726780112,Run250-8,18.0,18.0,128.0,0.28,394,model_id_394,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_394,32.176773057858895,100.0,173629.44,172696.0,1527.5274356172558,1086.5470387479686,993.5202393395898,969.8071090771512
394,395,395,922.4213195845092,912.6151934329928,922.4213195845092,1860.0,45.00427797319136,Run300-8,12.0,12.0,34.0,0.6000000000000002,395,model_id_395,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_395,4.672163329407145,100.0,20497.919999999995,20376.0,1475.8415473492241,1024.9478185464216,971.279330339925,959.5110974438895
395,396,396,1515.482038558975,1513.0664171407466,1515.482038558975,1740.0,30.002851982127577,Run250-8,18.0,18.0,124.0,0.22,396,model_id_396,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_396,97.52756431673906,0.0,168203.52,167608.0,1683.3585422208212,1574.6503124786757,1551.439844236863,1545.3744468759255
396,397,397,959.6502793646016,954.6494738767892,959.6502793646016,1740.0,90.00855594638273,Run250-8,150.0,150.0,144.0,0.24,397,model_id_397,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_397,89.97461951379124,9.281239959084651,13564800.0,13569480.0,1710.4016832009322,1625.1155029640515,1578.4077417113326,1559.7645302293406
397,398,398,901.0287881920814,896.258333807743,901.0287881920814,1730.0,100.00950660709192,Run250-8,54.0,54.0,90.0,0.7500000000000002,398,model_id_398,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_398,66.74068303763187,87.94018506519508,1098748.8,1098856.0,1641.083184047723,1408.0229525908467,1295.5268298547662,1255.7485497099385
398,399,399,1028.523177814505,1023.3273349353004,1028.523177814505,1820.0,80.00760528567353,Run250-8,80.0,80.0,134.0,0.7900000000000001,399,model_id_399,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_399,88.75503260750898,1.9007492931511978,3590485.3333333335,3590584.0,1759.2931323665646,1602.6666056514493,1524.9494343449446,1495.6023088255217
399,400,400,1116.0715720972055,1106.762313430142,1116.0715720972055,1680.0,30.002851982127577,Run300-8,46.0,46.0,142.0,0.5000000000000001,400,model_id_400,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_400,61.9131496448534,46.43168276537432,1257976.1066666667,1258072.0,1618.65004445293,1458.6172940805927,1383.2016468981087,1356.50013963006
400,401,401,1028.523177814505,1023.3273349353004,1028.523177814505,1790.0,80.00760528567353,Run250-8,134.0,134.0,86.0,0.7800000000000001,401,model_id_401,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_401,89.0278454826872,0.11729102278266765,6465117.653333333,6465968.0,1742.9351474625917,1619.1123654060077,1555.1631517261183,1530.5047214751385
401,402,402,849.4516391713304,839.7589390549527,849.4516391713304,1710.0,55.00522863390056,Run300-8,68.0,68.0,84.0,0.5200000000000001,402,model_id_402,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_402,70.49304503511912,72.61593247683318,1626168.32,1626464.0,1635.81576561525,1430.8387391094234,1325.454212465953,1286.0036870476513
402,403,403,1581.0383094578049,1580.2301851822683,1581.0383094578049,1830.0,20.001901321418384,Run250-8,106.0,106.0,20.0,0.27,403,model_id_403,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_403,100.0,0.0,940827.7333333333,938336.0,1789.834160052851,1698.0287681756006,1668.49891385019,1659.3986555704334
403,404,404,1599.6876685104155,1599.6616948071105,1599.6876685104155,1700.0,10.000950660709192,Run250-8,146.0,146.0,74.0,0.6300000000000001,404,model_id_404,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_404,100.0,0.0,6603981.013333333,6604376.0,1693.4133322286127,1675.414516456724,1666.2144933648556,1662.7240398980205
404,405,405,1541.9846916117813,1538.986822337523,1541.9846916117813,1670.0,10.000950660709192,Run300-8,148.0,148.0,26.0,0.37,405,model_id_405,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_405,96.66316351438923,0.0,2384323.4133333336,2382616.0,1653.1755014660976,1612.420869824391,1597.571747700408,1592.7968070190414
405,406,406,1599.6876685104155,1599.6616948071105,1599.6876685104155,1620.0,10.000950660709192,Run250-8,76.0,76.0,70.0,0.22,406,model_id_406,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_406,100.0,0.0,1692753.066666667,1692344.0,1618.399493599397,1613.8001658476148,1611.4686647239846,1610.592259015299
406,407,407,1596.29435199571,1595.9310892191263,1596.29435199571,1670.0,5.000475330354596,Run300-8,104.0,104.0,102.0,0.26,407,model_id_407,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_407,100.0,0.0,4618864.64,4620536.0,1665.7376415789593,1653.3805971612828,1646.8560004045273,1644.314528679128
407,408,408,1116.0715720972055,1106.762313430142,1116.0715720972055,1790.0,30.002851982127577,Run300-8,78.0,78.0,76.0,0.5600000000000002,408,model_id_408,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_408,86.48331342160635,0.0,1935847.68,1935208.0,1733.1076064192814,1583.745060438006,1509.9852906473363,1482.2861952271055
408,409,409,881.8436485450301,872.0733553807535,881.8436485450301,1670.0,50.00475330354596,Run300-8,36.0,36.0,72.0,0.13,409,model_id_409,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_409,52.94539935184805,100.0,390666.24,390032.0,1569.9689831825065,1294.3881512557518,1174.8785906245485,1136.0825506115755
