,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
1077,1078,1078,1600.0,1600.0,1630.0,1860.0,0.0,random,104.0,104.0,14.0,0.4100000000000001,1078,model_id_1078,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1078,100.0,0.0,633961.8133333332,630712.0,1802.3971437209905,1703.7295894357192,1678.9673668267124,1671.7130904346461
1078,1079,1079,1010.0,1010.0,1095.0,1800.0,0.0,random,138.0,138.0,16.0,0.7200000000000002,1079,model_id_1079,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1079,58.63665821446773,100.0,1275694.08,1271464.0,1636.2715808308528,1363.0127897274087,1281.9183548535975,1257.9285741953845
1079,1080,1080,1050.0,1050.0,1050.0,1720.0,0.0,random,134.0,134.0,108.0,0.29,1080,model_id_1080,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1080,87.32334431002944,3.8742844871998194,8118984.96,8121448.0,1689.1155831054548,1601.5423296188462,1554.0359049036424,1535.2043197035027
1080,1081,1081,990.0,990.0,1060.0,1630.0,0.0,random,34.0,34.0,96.0,0.09,1081,model_id_1081,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1081,36.80967792180821,100.0,464619.52,462248.0,1554.174656198897,1345.6636344916808,1255.5616837349808,1226.239252994709
1081,1082,1082,980.0,980.0,1005.0,1640.0,0.0,random,86.0,86.0,124.0,0.5200000000000001,1082,model_id_1082,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1082,64.09820526441882,40.27853296251159,3839608.7466666666,3840120.0,1598.1498239367247,1482.64750350792,1420.5631946862989,1396.3218140761676
1082,1083,1083,1080.0,1080.0,1150.0,1870.0,0.0,random,114.0,114.0,96.0,0.39,1083,model_id_1083,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1083,94.82301677585697,0.0,5223352.32,5225128.0,1825.9114909850757,1703.1682519720573,1640.268565159465,1616.0767184963477
1083,1084,1084,380.0,380.0,395.0,1750.0,0.0,random,114.0,114.0,12.0,0.1,1084,model_id_1084,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1084,27.329460662793995,100.0,652919.04,648648.0,1444.488418984961,863.964074988644,726.8448613733453,688.0589745732597
1084,1085,1085,1090.0,1090.0,1155.0,1630.0,0.0,random,72.0,72.0,70.0,0.17,1085,model_id_1085,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1085,58.352949850177204,33.05369922745154,1519257.6,1519128.0,1591.8982378943529,1483.103098110328,1426.1697910398445,1404.3245021783398
1085,1086,1086,1430.0,1430.0,1445.0,1790.0,0.0,random,48.0,48.0,142.0,0.6900000000000002,1086,model_id_1086,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1086,99.88361960571024,0.0,1369743.3599999996,1367928.0,1747.2294635578003,1639.485503058812,1595.6742517165824,1581.5632767994925
1086,1087,1087,380.0,380.0,455.0,1720.0,0.0,random,90.0,90.0,90.0,0.5100000000000001,1087,model_id_1087,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1087,72.65502460126056,76.358699209984,3052080.0,3055128.0,1626.7759635851476,1366.7128489188153,1230.7697074628138,1178.6926849808276
1087,1088,1088,1410.0,1410.0,1470.0,1770.0,0.0,random,12.0,12.0,118.0,0.4600000000000001,1088,model_id_1088,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1088,63.55922615680507,0.0,71139.83999999998,70712.0,1637.4831768911038,1489.6292552634281,1467.7530188980727,1462.6252374744502
1088,1089,1089,1190.0,1190.0,1290.0,1700.0,0.0,random,68.0,68.0,72.0,0.4600000000000001,1089,model_id_1089,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1089,77.28115652468466,0.0,1393858.56,1393416.0,1659.1790173853753,1550.9486055634443,1497.697777392188,1477.9122469026552
1089,1090,1090,1570.0,1570.0,1570.0,1810.0,0.0,random,52.0,52.0,10.0,0.5900000000000002,1090,model_id_1090,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1090,100.0,0.0,113207.46666666666,111736.0,1725.7316975607325,1623.828834163768,1603.6915615837452,1598.3592050749073
1090,1091,1091,810.0,810.0,845.0,1690.0,0.0,random,10.0,10.0,84.0,0.5200000000000001,1091,model_id_1091,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1091,0.0,100.0,35168.0,34016.0,1287.7397397276932,915.4199180451777,874.6341531315568,865.4423384580535
1091,1092,1092,1370.0,1370.0,1400.0,1820.0,0.0,random,106.0,106.0,40.0,0.5800000000000002,1092,model_id_1092,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1092,99.56351012733082,0.0,1881655.4666666666,1880456.0,1773.3538532358107,1653.5862368786004,1603.0451112521685,1586.0317573650304
1092,1093,1093,1190.0,1190.0,1250.0,1830.0,0.0,random,150.0,150.0,34.0,0.7300000000000002,1093,model_id_1093,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1093,92.24957323915852,0.05023656171973997,3202800.0,3200856.0,1758.662684707241,1591.4417519395042,1527.723987539387,1506.2262998971646
1093,1094,1094,970.0,970.0,1035.0,1900.0,0.0,random,32.0,32.0,56.0,0.7300000000000002,1094,model_id_1094,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1094,77.6977697769777,100.0,240080.21333333332,239976.0,1732.9461790590956,1375.044415794874,1246.2121306789388,1209.6315524683557
1094,1095,1095,450.0,450.0,515.0,1700.0,0.0,random,46.0,46.0,12.0,0.39,1095,model_id_1095,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1095,0.0,100.0,106307.84000000001,105608.0,1352.5078742694157,791.2067790063139,672.4357252226438,640.9079268530825
1095,1096,1096,450.0,450.0,520.0,1710.0,0.0,random,44.0,44.0,42.0,0.7600000000000002,1096,model_id_1096,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1096,39.891403991255906,100.0,340426.24000000005,340344.0,1515.0532906829492,1038.3250546305633,869.7742668695595,819.4217119306232
1096,1097,1097,710.0,710.0,735.0,1630.0,0.0,random,52.0,52.0,42.0,0.29,1097,model_id_1097,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1097,32.93551265002441,100.0,475471.36,475256.0,1520.0382258675306,1218.1349923571233,1083.2994963262822,1039.013758104912
1097,1098,1098,520.0,520.0,580.0,1850.0,0.0,random,150.0,150.0,62.0,0.32,1098,model_id_1098,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1098,85.75137160077826,42.97577466177221,5840400.0,5842808.0,1770.5519366758358,1543.795239496073,1425.0719010873083,1379.3941348440878
1098,1099,1099,1210.0,1210.0,1300.0,1770.0,0.0,random,16.0,16.0,148.0,0.07,1099,model_id_1099,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1099,57.94283393410164,100.0,158624.42666666667,157576.0,1640.6283580271277,1384.3269816674074,1329.8111421423218,1316.6093056630875
1099,1100,1100,590.0,590.0,655.0,1820.0,0.0,random,68.0,68.0,62.0,0.4100000000000001,1100,model_id_1100,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1100,76.85466276129411,77.73136997177723,1200267.0933333333,1199032.0,1709.64744662766,1400.4551469907685,1246.0507559567961,1189.5899901185976
1100,1101,1101,1220.0,1220.0,1275.0,1840.0,0.0,random,90.0,90.0,44.0,0.7200000000000002,1101,model_id_1101,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1101,95.3851188592091,0.0,1492128.0,1491176.0,1774.2154783763553,1610.4729943374655,1543.3336929961617,1520.377432220295
1101,1102,1102,740.0,740.0,790.0,1720.0,0.0,random,90.0,90.0,22.0,0.7400000000000002,1102,model_id_1102,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1102,40.41878854294248,100.0,746064.0,744624.0,1557.8972624362352,1203.6550637097976,1086.2171494445088,1050.5358338779731
1102,1103,1103,1340.0,1340.0,1350.0,1860.0,0.0,random,26.0,26.0,58.0,0.4800000000000001,1103,model_id_1103,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1103,96.18200579824087,0.0,164150.82666666666,162808.0,1751.098997058166,1527.548777078883,1464.9704784392502,1446.3229785395763
1103,1104,1104,1150.0,1150.0,1240.0,1840.0,0.0,random,32.0,32.0,94.0,0.43,1104,model_id_1104,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1104,83.57882600830898,18.8999542807164,402991.7866666667,402456.0,1735.7995189019512,1495.8014608543554,1408.7294632245878,1380.6088342357334
1104,1105,1105,1450.0,1450.0,1515.0,1620.0,0.0,random,34.0,34.0,52.0,0.5000000000000001,1105,model_id_1105,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1105,0.0,0.0,251668.90666666668,251144.0,1597.2541996453022,1543.834061981948,1524.6518059432663,1518.7602611947216
1105,1106,1106,970.0,970.0,1070.0,1710.0,0.0,random,32.0,32.0,50.0,0.13,1106,model_id_1106,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1106,58.22987734407039,100.0,214357.3333333333,214584.0,1609.009299610194,1339.3162368455176,1231.2488216393822,1198.5020003242073
1106,1107,1107,390.0,390.0,470.0,1710.0,0.0,random,10.0,10.0,38.0,0.45,1107,model_id_1107,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1107,0.0,100.0,15909.333333333334,15416.0,1101.841820395679,543.4201152811416,485.7133208960737,473.34938064993696
1107,1108,1108,1580.0,1580.0,1585.0,1780.0,0.0,random,26.0,26.0,70.0,0.7700000000000002,1108,model_id_1108,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1108,100.0,0.0,198113.06666666665,197592.0,1735.087384778218,1648.5627867931473,1625.7079190585198,1619.2701500271542
1108,1109,1109,1020.0,1020.0,1020.0,1630.0,0.0,random,32.0,32.0,88.0,0.24,1109,model_id_1109,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1109,26.205593187947255,100.0,377268.9066666667,376744.0,1543.03135068403,1313.7691194612316,1222.4953651629426,1194.8471208587587
1109,1110,1110,640.0,640.0,660.0,1670.0,0.0,random,14.0,14.0,26.0,0.7400000000000002,1110,model_id_1110,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1110,0.0,100.0,21335.25333333333,21240.0,1259.2916191197498,775.7764598545124,713.1231734435744,699.2420444869916
1110,1111,1111,900.0,900.0,925.0,1640.0,0.0,random,130.0,130.0,74.0,0.44,1111,model_id_1111,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1111,66.73535886198063,44.832427197220944,5235845.333333334,5236888.0,1596.6171685692561,1475.146914343105,1409.933048848336,1384.4451430129516
1111,1112,1112,1420.0,1420.0,1475.0,1890.0,0.0,random,98.0,98.0,132.0,0.26,1112,model_id_1112,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1112,100.0,0.0,5307554.56,5309000.0,1865.2730243073377,1793.5135330279982,1755.5531447789854,1740.7452453985043
1112,1113,1113,1040.0,1040.0,1105.0,1830.0,0.0,random,100.0,100.0,64.0,0.6400000000000001,1113,model_id_1113,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1113,89.62902142270657,0.060610584459207285,2679466.6666666665,2679400.0,1768.544418569444,1608.3987601193494,1530.4761273579009,1501.4144849483896
1113,1114,1114,1470.0,1470.0,1520.0,1810.0,0.0,random,36.0,36.0,72.0,0.34,1114,model_id_1114,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1114,100.0,0.0,390666.24,390032.0,1763.8529886364431,1645.7672550982747,1601.696694413312,1588.3369561320164
1114,1115,1115,1600.0,1600.0,1685.0,1600.0,0.0,random,44.0,44.0,68.0,0.25,1115,model_id_1115,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1115,100.0,0.0,551166.2933333333,551112.0,1605.1108836303167,1618.991226455057,1625.0429122700723,1627.0549701703835
1115,1116,1116,1190.0,1190.0,1205.0,1800.0,0.0,random,82.0,82.0,98.0,0.15,1116,model_id_1116,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1116,91.59216928821998,0.0,2758812.3733333335,2757144.0,1761.8797506987082,1652.8026512243064,1596.2085043215525,1574.3617591091613
1116,1117,1117,830.0,830.0,910.0,1720.0,0.0,random,24.0,24.0,104.0,0.6700000000000002,1117,model_id_1117,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1117,30.529146259483337,100.0,250798.07999999996,249912.0,1538.047202328093,1155.0531773437028,1055.8213028632492,1028.569717171222
1117,1118,1118,860.0,860.0,900.0,1830.0,0.0,random,138.0,138.0,108.0,0.24,1118,model_id_1118,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1118,91.45434539368306,10.323646982900705,8610935.040000001,8615560.0,1787.4237586198592,1665.1123283357329,1598.681972319463,1572.3177751282963
1118,1119,1119,470.0,470.0,545.0,1820.0,0.0,random,106.0,106.0,40.0,0.07,1119,model_id_1119,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1119,79.14463300390969,67.96436608992713,1881655.4666666666,1880456.0,1713.6514234418935,1406.7449216911048,1255.0258715241864,1199.1732143118923
1119,1120,1120,310.0,310.0,320.0,1770.0,0.0,random,70.0,70.0,140.0,0.5600000000000002,1120,model_id_1120,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1120,73.06966778028861,80.57811746807509,2872053.3333333335,2871112.0,1653.2537516182374,1332.730580270404,1170.3122902225327,1109.758116538377
1120,1121,1121,1510.0,1510.0,1545.0,1810.0,0.0,random,150.0,150.0,130.0,0.37,1121,model_id_1121,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1121,100.0,0.0,12246000.0,12248472.0,1797.4846842098602,1761.4923764030475,1742.1633785891743,1734.5251124053116
1121,1122,1122,900.0,900.0,980.0,1800.0,0.0,random,94.0,94.0,42.0,0.29,1122,model_id_1122,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1122,81.44175489343304,43.126547292463364,1553722.24,1554328.0,1722.560246000052,1509.1925886238946,1404.7941986413252,1366.6782816355174
1122,1123,1123,690.0,690.0,695.0,1840.0,0.0,random,48.0,48.0,88.0,0.7100000000000002,1123,model_id_1123,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1123,73.2825867549544,97.30137619438392,848855.0399999998,848136.0,1703.5976706446859,1347.1420767643783,1186.4218934297655,1132.9968919247478
1123,1124,1124,940.0,940.0,1040.0,1870.0,0.0,random,144.0,144.0,108.0,0.6000000000000002,1124,model_id_1124,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1124,94.12017691095318,0.0,9375989.76,9375112.0,1824.4529432114307,1700.7788448725564,1636.4878747686162,1611.4827146193636
1124,1125,1125,630.0,630.0,630.0,1800.0,0.0,random,52.0,52.0,18.0,0.12,1125,model_id_1125,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1125,54.34149413524364,100.0,203773.44,203248.0,1590.3192767645621,1088.4645698022705,931.7003852376653,886.6244153262527
1125,1126,1126,850.0,850.0,880.0,1690.0,0.0,random,46.0,46.0,108.0,0.4800000000000001,1126,model_id_1126,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1126,58.500982893471075,98.4315529716843,956770.56,956360.0,1597.9834266216908,1350.2470081053636,1235.3538471422,1196.1877465998089
1126,1127,1127,410.0,410.0,455.0,1710.0,0.0,random,78.0,78.0,134.0,0.31,1127,model_id_1127,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1127,74.40582909720709,72.15148340586894,3413205.12,3413496.0,1624.747347891835,1380.8195384980427,1252.961641814913,1203.7401943706834
1127,1128,1128,250.0,250.0,290.0,1860.0,0.0,random,14.0,14.0,108.0,0.24,1128,model_id_1128,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1128,17.988837039070365,100.0,88623.35999999999,87432.0,1355.1789020819735,565.3274039603407,438.94479509638273,408.61352804846166
1128,1129,1129,1510.0,1510.0,1560.0,1760.0,0.0,random,94.0,94.0,98.0,0.24,1129,model_id_1129,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1129,100.0,0.0,3625351.893333333,3625688.0,1746.1010684849514,1705.7614813069617,1684.5991113052105,1676.401802552118
1129,1130,1130,350.0,350.0,350.0,1770.0,0.0,random,72.0,72.0,122.0,0.5100000000000001,1130,model_id_1130,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1130,74.0223725270443,78.11201972020747,2647848.96,2648248.0,1658.5260035749502,1349.454650696183,1191.54066530151,1132.2429882430006
1130,1131,1131,250.0,250.0,345.0,1770.0,0.0,random,24.0,24.0,146.0,0.7300000000000002,1131,model_id_1131,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1131,24.951467397510562,100.0,352081.9199999999,350280.0,1436.0501401638403,789.3779985983862,626.0313995601649,580.2126402150227
1131,1132,1132,1530.0,1530.0,1540.0,1770.0,0.0,random,48.0,48.0,94.0,0.14,1132,model_id_1132,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1132,100.0,0.0,906731.5199999998,906424.0,1746.8686799859092,1681.1546976571717,1649.9233532922813,1638.83049494246
1132,1133,1133,910.0,910.0,920.0,1900.0,0.0,random,18.0,18.0,48.0,0.7900000000000001,1133,model_id_1133,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1133,44.582043343653254,100.0,65111.04,64600.0,1601.75260546595,1125.6613122889794,1035.338975755366,1012.993761059732
1133,1134,1134,1310.0,1310.0,1410.0,1680.0,0.0,random,50.0,50.0,136.0,0.5300000000000001,1134,model_id_1134,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1134,73.5560241810769,0.0,1423466.6666666665,1422600.0,1645.995611248613,1558.9905256718157,1520.406268204068,1506.9062978119603
1134,1135,1135,1360.0,1360.0,1455.0,1640.0,0.0,random,88.0,88.0,90.0,0.4600000000000001,1135,model_id_1135,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1135,71.1541466222606,0.0,2917939.2,2918520.0,1623.7162937766416,1579.3630486993156,1556.7580959221814,1548.1695525535704
1135,1136,1136,1490.0,1490.0,1535.0,1760.0,0.0,random,106.0,106.0,48.0,0.33,1136,model_id_1136,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1136,100.0,0.0,2257986.56,2258376.0,1738.8404430857188,1679.9092221617584,1651.471438595601,1641.1730614579933
1136,1137,1137,1540.0,1540.0,1560.0,1680.0,0.0,random,66.0,66.0,38.0,0.12,1137,model_id_1137,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1137,100.0,0.0,693010.5599999999,692152.0,1666.3609382107836,1627.8975092097885,1610.1058082335153,1603.9137145387676
1137,1138,1138,300.0,300.0,305.0,1630.0,0.0,random,48.0,48.0,136.0,0.7600000000000002,1138,model_id_1138,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1138,23.871543155952768,100.0,1311866.8799999997,1309576.0,1469.5178729415006,1062.6041397019223,890.7638878927718,834.6089351455526
1138,1139,1139,500.0,500.0,580.0,1880.0,0.0,random,100.0,100.0,114.0,0.6600000000000001,1139,model_id_1139,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1139,86.65425284967493,44.39643541323429,4772800.0,4773176.0,1795.3635419915474,1561.1957410793286,1436.1075658749153,1387.3870085209694
1139,1140,1140,1490.0,1490.0,1515.0,1790.0,0.0,random,66.0,66.0,68.0,0.18,1140,model_id_1140,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1140,100.0,0.0,1240124.16,1240488.0,1765.548794825356,1695.2780586545355,1660.1614979546023,1647.131356879644
1140,1141,1141,760.0,760.0,820.0,1870.0,0.0,random,106.0,106.0,94.0,0.31,1141,model_id_1141,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1141,89.7042357720783,22.29925891624867,4421890.346666667,4422712.0,1808.1159584429731,1632.2278988304256,1537.6979759825167,1500.567209734673
1141,1142,1142,570.0,570.0,620.0,1650.0,0.0,random,126.0,126.0,22.0,0.14,1142,model_id_1142,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1142,36.64134688106277,100.0,1462285.4400000002,1459728.0,1510.8095800690205,1155.5587602891574,1024.2148007830667,983.0865105171229
1142,1143,1143,1400.0,1400.0,1460.0,1820.0,0.0,random,144.0,144.0,116.0,0.35,1143,model_id_1143,x=y,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_1143,100.0,0.0,10070507.52,10074024.0,1801.6518976513057,1748.8084940997285,1720.526843873594,1709.3829738698073
